plan_name_upper,plan_domain,lines,carrier_group,carrier_parent,carrier_type,resolved_from,submitter_group,submitter_type
MERCY CARE HEALTH PLANS,clearhs.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,ClearHealth Strategies,Repricing vendor
"CARLETON MANAGEMENT SERVICES, LLC",multiplan.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
GOODWILL INDUSTRIAL SERVICES,multiplan.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
THE COLORADO COLLEGE FLEXIBLE BENEFIT PL,cigna.com,1,Cigna,Cigna,Carrier,domain,Cigna,Carrier
SENDERO HEALTH,senderohealth.com,1,,,,,Other / direct,Unclassified
GULF SHORE RISK SERVICES,multiplan.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
AARP UHC MEDICARE ESSENTI,uhc.com,1,UnitedHealthcare,UnitedHealth Group,Carrier,name,UnitedHealthcare,Carrier
NEW DAIRY OPCO LLC DBA BORDEN DAIRY COMP,cigna.com,1,Cigna,Cigna,Carrier,domain,Cigna,Carrier
HORZION,horizonblue.com,1,Horizon BCBS NJ,Independent,Blues licensee,domain,Blues plan,Blues licensee
CHEIL USA INC.,cigna.com,1,Cigna,Cigna,Carrier,domain,Cigna,Carrier
IEHP,iehp.org,1,,,,,Other / direct,Unclassified
"PROLINK SOLUTIONS, INC.",cigna.com,1,Cigna,Cigna,Carrier,domain,Cigna,Carrier
STAFF BENEFIT MANAGEMENT ADMIN,phiagroup.com,1,,,,,Other / direct,Unclassified
ALLIED WORLD ASSURANCE COMPANY U.S.,cigna.com,1,Cigna,Cigna,Carrier,domain,Cigna,Carrier
BLUE CROSS,brmsonline.com,1,,,,,Other / direct,Unclassified
CERBERUS SENTINEL,centivo.com,1,,,,,Other / direct,Unclassified
VERDEGARD ADMINISTRATORS LLC,hmatpa.com,1,,,,,Other / direct,Unclassified
"STARKEY EMERGENCY PHYSCIANS, LLC",bcbsfl.com,1,Florida Blue,GuideWell,Blues licensee,domain,Blues plan,Blues licensee
FRONTIER HEALTH PLAN,frontier.health,1,,,,,Other / direct,Unclassified
CORE MANAGEMENT RESOURCES GROUP INCREMITTANCE,corehealthbenefits.com,1,,,,,Other / direct,Unclassified
ST LUKES HEALTH PLAN,slhealthplan.org,1,,,,,Other / direct,Unclassified
DEVO TECHNOLOGY INC.,multiplan.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
BCBS AND PEBC - DALLAS COUNTY,bcbstx.com,1,BCBS Texas,HCSC,Blues licensee,domain,Blues plan,Blues licensee
"DRIVE FAST USA LLC - INSTANT CREDIT AUTO SALES, LLC DBA INSTANT AUTO - A&M FINANCE",springtidehealth.com,1,,,,,Other / direct,Unclassified
CULINARY HEALTH FUND IN,zenith-american.com,1,,,,,Other / direct,Unclassified
THE MILLIKEN CORPORATION,alliedbenefit.com,1,,,,,Other / direct,Unclassified
CIGNA,multiplanc.om,1,Cigna,Cigna,Carrier,name,Other / direct,Unclassified
UHCG,uhc.com,1,UnitedHealthcare,UnitedHealthcare,Carrier,domain,UnitedHealthcare,Carrier
COLORADO SPRINGS UTILITIES,multiplan.co,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
GROUP MANAGEMENT SERVICES,multiplan.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
KILLER BURGER,clearhs.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,ClearHealth Strategies,Repricing vendor
INSURANCE MANAGEMENT SERVICES-IMS,multiplan.com,1,Insurance Management Services,IMS,TPA / ASO,name,MultiPlan / Claritev,Repricing vendor
ANCHOR BENEFIT,anchorbenefit.com,1,,,,,Other / direct,Unclassified
COMMUNITY CARE MGD. HLTHCARE PLANS,bcbsil.com,1,CommunityCare OK,Independent,Carrier,name,Blues plan,Blues licensee
"HEALTHCOMP, LLC",personifyhealth.com,1,HealthComp,HealthComp,TPA / ASO,name,Other / direct,Unclassified
BILL DORAN COMPANY INC.,pbaclaims.com,1,,,,,Other / direct,Unclassified
EVERNORTH-CIGNA BEHAVIORAL HEALTH,cigna.com,1,Cigna,Cigna,Carrier,name,Cigna,Carrier
"MIDWEST INDEPENDENT BANCSHARES, INC.",cigna.com,1,Cigna,Cigna,Carrier,domain,Cigna,Carrier
CIGNA,claretiv.com,1,Cigna,Cigna,Carrier,name,Other / direct,Unclassified
PURDUE PHARMA L.P.,multiplan.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
"KAHUA, INC.",idr.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
NIT HEALTH PLAN,springtidehealth.com,1,,,,,Other / direct,Unclassified
OODWILL INDUSTRIES OF CENTRAL TEXAS,springtidehealth.com,1,,,,,Other / direct,Unclassified
IWORKFORCE SOLUTIONS,anglehealth.com,1,,,,,Other / direct,Unclassified
CHAMPION MANUFACTURING BY GROUP ADMIN,claim-doc.com,1,,,,,Other / direct,Unclassified
UHC - BANK OF AMERICA CORPORATION,uhc.com,1,UnitedHealthcare,UnitedHealth Group,Carrier,name,UnitedHealthcare,Carrier
"OBJECTIVEHEALTH, INC.",multiplan.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
SEAFARERS HEALTH- MULTIPLAN,claritev.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
TRES HEALTH SS STRATEGIES,beni.solutions,1,,,,,Other / direct,Unclassified
KAISER COLORADO,claritev.com,1,Kaiser Permanente,Kaiser,Carrier,name,MultiPlan / Claritev,Repricing vendor
AETNA AND JCPENNEY,aetna.com,1,Aetna,CVS Health,Carrier,name,Aetna,Carrier
CIGNA INTERNATIONAL,dataisight.com,1,Cigna,Cigna,Carrier,name,MultiPlan / Claritev,Repricing vendor
"DENVER BOTANIC GARDENS, INC.",multiplan.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
ANTHEM INC. BLUE CROSS BLUE SHIELD,anthem.com,1,Anthem / Elevance,Elevance,Carrier,name,Anthem / Elevance,Carrier
ACS BENEFIT SERVICES,cigna.com,1,Cigna,Cigna,Carrier,domain,Cigna,Carrier
"KIRKPATRICK MANAGEMENT COMPANY, INC",springtidehealth.com,1,,,,,Other / direct,Unclassified
BCBS AND WILLIAM C SHADDOCK INHERITORS T,bcbstx.com,1,BCBS Texas,HCSC,Blues licensee,domain,Blues plan,Blues licensee
TATA CONSULTATY,cigna.com,1,Cigna,Cigna,Carrier,domain,Cigna,Carrier
SOFTWEB SOLUTIONS INC,alliedbenefit.com,1,,,,,Other / direct,Unclassified
NATIONAL ASSOCIATION OF LETTER CARRIER,claritev.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
ANTHEM BCBS-HORIZON BCBS OF NEW JERSEY,mutliplan.com,1,Horizon BCBS NJ,Independent,Blues licensee,name,MultiPlan / Claritev,Repricing vendor
"OMS NASHVILLE, PLLC",zelis.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,Zelis,Repricing vendor
"DANIEL H. COOK ASSOCIATES, INC- CIGNA",multiplan.com,1,Cigna,Cigna,Carrier,name,MultiPlan / Claritev,Repricing vendor
BENEFIT & RISK MANAGEMENT SERVICES- BRMS,brmsonline.com,1,Independent TPA (small),Various,TPA / ASO,name,Other / direct,Unclassified
AUXIANT,secmes.auxient.local,1,Auxiant,Auxiant,TPA / ASO,name,Other / direct,Unclassified
CIGNA HARRISON ELECTRICAL WORKERS TF,multiplan.com,1,Cigna,Cigna,Carrier,name,MultiPlan / Claritev,Repricing vendor
ANTHEM BCBS - ZELIS,anthem.com,1,Anthem / Elevance,Elevance,Carrier,name,Anthem / Elevance,Carrier
GIPSON SECURITY SOLUTIONS LLC,alliedbenefit.com,1,,,,,Other / direct,Unclassified
A TO Z MEDIA LLC DBA A TO Z SPORTS,cigna.com,1,Cigna,Cigna,Carrier,domain,Cigna,Carrier
HEALTH 2 BUSINESS,alliedbenefit.com,1,,,,,Other / direct,Unclassified
FREEDON LIFE - UHC,uhc.com,1,UnitedHealthcare,UnitedHealth Group,Carrier,name,UnitedHealthcare,Carrier
"CALL EM ALL, INC DBA TEXT-EM-ALL",cigna.com,1,Cigna,Cigna,Carrier,domain,Cigna,Carrier
"AVIO CONSULTING, LLC",cigna.com,1,Cigna,Cigna,Carrier,domain,Cigna,Carrier
ANTHEM BLUE CROSS AND BLUE SHIELD INDIAN,anthem.com,1,Anthem / Elevance,Elevance,Carrier,name,Anthem / Elevance,Carrier
NATIONAL ASSOCIATION OF LETTER CARRIER,multiplan.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
ONEFLIGHT INTERNATIONAL,multiplan.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
AGELESS LIVING HOME HEALTH LLC,healthplansinc.com,1,,,,,Other / direct,Unclassified
QUARTZ HEALTH SOLUTIONS INC UW,multiplan.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
INCEPTION FERTILITY CORPORATE SERVICES,cigna.com,1,Cigna,Cigna,Carrier,domain,Cigna,Carrier
UHC SUREST AND CAVCO,clearhs.com,1,UnitedHealthcare,UnitedHealth Group,Carrier,name,ClearHealth Strategies,Repricing vendor
OILMATIC SYSTEMS LLC,alliedbenefit.com,1,,,,,Other / direct,Unclassified
THE HEALTHPLAN,claritev.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
SUPERIOR HEALTH PLAN BY AMBETTER,centene.com,1,Centene,Centene,Carrier,name,Centene,Carrier
SANDERS INDUSTRIES HOLDINGS INC,multiplan.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
ROCKY MOUNTAIN GASTROENTEROLOGY ASSOCIAT,multiplan.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
"ZINK MEDIA, LLC DBA DISCOGS",multiplan.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
CIGNA HEALTH AND LIFE INSURANCE COMPANY,mycarefactor.com,1,Cigna,Cigna,Carrier,name,Other / direct,Unclassified
GREATWESTHEALTHCARE-CIGNA,cdphp.com,1,Cigna,Cigna,Carrier,name,Other / direct,Unclassified
"FAMILY STAR, INC.",multiplan.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
LEAGUE CORP.,cigna.com,1,Cigna,Cigna,Carrier,domain,Cigna,Carrier
"MICROTRANSPONDER, INC.",cigna.com,1,Cigna,Cigna,Carrier,domain,Cigna,Carrier
BAKER BENEFITS ADMINISTRATORS,zelis.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,Zelis,Repricing vendor
"ODYSSEY GROUP HOLDINGS, INC",multiplan.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
AMERIHEALTH CARITAS NEXT,amerihealth.com,1,AmeriHealth,AmeriHealth,Carrier,name,Other / direct,Unclassified
"EL PASO COUNTY, PEYTON SCHOOL DISTRICT 2",multiplan.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
CIGNA FOCUS,cigna.com,1,Cigna,Cigna,Carrier,name,Cigna,Carrier
"THE MIDDLE TENNESSEE LUMBER PLAN, ADMINISTERED BY THE JP FARLEY CORPORATION",jpfarley.com,1,Independent TPA (small),Various,TPA / ASO,name,Other / direct,Unclassified
WELLNESS HEALTHCARE,wellnet.com,1,,,,,Other / direct,Unclassified
HARTFORD INSURANCE COMPANY,uhc.com,1,UnitedHealthcare,UnitedHealthcare,Carrier,domain,UnitedHealthcare,Carrier
UHP ADMINS,billingnav.com,1,UnitedHealthcare,UnitedHealth Group,Carrier,name,Other / direct,Unclassified
UN ITED HEALTH CARE,uhc.com,1,UnitedHealthcare,UnitedHealthcare,Carrier,domain,UnitedHealthcare,Carrier
CIGNA-THE MOSAIC,cigna.com,1,Cigna,Cigna,Carrier,name,Cigna,Carrier
AETNA CVS HEALTH INC.,noemail.com,1,Aetna,CVS Health,Carrier,name,Other / direct,Unclassified
REDACTED LUCIENT HEALTH,hstechnology.com,1,,,,,Other / direct,Unclassified
BC BS OF TX OUT-OF-AREA PLAN,bcbstx.com,1,BCBS Texas,HCSC,Blues licensee,domain,Blues plan,Blues licensee
BLUE CROSS BLUE SHIELD,bxbstx.com,1,,,,,Other / direct,Unclassified
"MOLINA HEALTHCARE OF UTAH, INC",molinahealthcare.com,1,Molina Healthcare,Molina,Carrier,name,Molina Healthcare,Carrier
MORNINGSTAR INC,clearhs.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,ClearHealth Strategies,Repricing vendor
HEDGEHOG COMPANY LLC,uhc.com,1,UnitedHealthcare,UnitedHealthcare,Carrier,domain,UnitedHealthcare,Carrier
CIGNA-O'REILLY AUTO PARTS,cigna.com,1,Cigna,Cigna,Carrier,name,Cigna,Carrier
"FIRST BRANDS GROUP, LLC",consociate.com,1,,,,,Other / direct,Unclassified
FIRSTCARE HEALTH PLAN,bswhealth.org,1,,,,,Other / direct,Unclassified
CIGNA - SIGNIFICA BENEFIT SERVICES LLC,cigna.com,1,Cigna,Cigna,Carrier,name,Cigna,Carrier
BCBS SOUTH CAROLINA,anthem.com,1,BCBS South Carolina,Independent,Blues licensee,name,Anthem / Elevance,Carrier
KAISER PERMANENTE -HAWAII,kp.org,1,Kaiser Permanente,Kaiser,Carrier,name,Kaiser Permanente,Carrier
MANPOWERGROUP INC. STAFF,uhc.com,1,UnitedHealthcare,UnitedHealthcare,Carrier,domain,UnitedHealthcare,Carrier
CAREGIVER2 INC,lucenthealth.com,1,,,,,Other / direct,Unclassified
REDACTED SEIU GREATER NY BENEFIT FUND SF,1199funds.org,1,Union / Taft-Hartley fund,Union,Union / Taft-Hartley,name,Other / direct,Unclassified
ALL POINTS LBA,uhc.com,1,UnitedHealthcare,UnitedHealthcare,Carrier,domain,UnitedHealthcare,Carrier
"SYCAMORE RUSH, LLC",bcbstx.com,1,BCBS Texas,HCSC,Blues licensee,domain,Blues plan,Blues licensee
UTAH-IDAHO TEAMSTERS SECURITY FUND,cigna.com,1,Cigna,Cigna,Carrier,domain,Cigna,Carrier
BIND UHSS,clearhealthcloud.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,ClearHealth Strategies,Repricing vendor
PYRAMID HOTEL GROUP,healthplansinc.com,1,,,,,Other / direct,Unclassified
AETNA AQUA DERMATOLOGY MANAGEMENT LLC,aetna.com,1,Aetna,CVS Health,Carrier,name,Aetna,Carrier
REDACTED NATIONAL BENEFIT FUNDS,1199funds.org,1,Union / Taft-Hartley fund,Union,Union / Taft-Hartley,name,Other / direct,Unclassified
SCHOLASTIC CORPORATION (UNITED HEALTHCARE),uhc.com,1,UnitedHealthcare,UnitedHealth Group,Carrier,name,UnitedHealthcare,Carrier
CARSON TAHOE PROMINENCE PPO,hsc.utah.edu,1,,,,,Other / direct,Unclassified
CIGNA-SEACOAST BANK,cigna.com,1,Cigna,Cigna,Carrier,name,Cigna,Carrier
ELIOR NORTH AMERICA,uhc.com,1,UnitedHealthcare,UnitedHealthcare,Carrier,domain,UnitedHealthcare,Carrier
RURAL KING,multiplan.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
EOSERA INC,detegohealth.com,1,,,,,Other / direct,Unclassified
BLUECROSS BLUESHIELD OF ILLINOIS,multiplan.com,1,BCBS Illinois,HCSC,Blues licensee,name,MultiPlan / Claritev,Repricing vendor
CONSOCIATE HEALTH - 6 DEGREES HEALTH,consociate.com,1,Independent TPA (small),Various,TPA / ASO,name,Other / direct,Unclassified
UNITED HEALTHCARE-APWU,uhc.com,1,UnitedHealthcare,UnitedHealth Group,Carrier,name,UnitedHealthcare,Carrier
LOMALINDA UNIV HLTH RISK,llu.edu,1,,,,,Other / direct,Unclassified
RANDALL MECHANICAL INC,detegohealth.com,1,,,,,Other / direct,Unclassified
COMMUNITY CARE HMO OKLAHOMA,ccok.com,1,CommunityCare OK,Independent,Carrier,name,Other / direct,Unclassified
AETNA-UNITED SERVICES AUTOMOBILE ASSOC.,aetna.com,1,Aetna,CVS Health,Carrier,name,Aetna,Carrier
UFCW MED 100,hstechnology.com,1,Union / Taft-Hartley fund,Union,Union / Taft-Hartley,name,Other / direct,Unclassified
NCRYTED CLOUD LLC,uhc.com,1,UnitedHealthcare,UnitedHealthcare,Carrier,domain,UnitedHealthcare,Carrier
FRIDAY HEALTHPLANS,fridayhealthplans.com,1,Friday Health Plans,Friday,Carrier,name,Other / direct,Unclassified
COMPLETE MANAGEMENT SERVICES LLC,occunet.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,Other repricing vendor,Repricing vendor
AMERICAN LANDSCAPING PARTNERS,90degreebenefits.com,1,,,,,Other / direct,Unclassified
"CIGNA-NOYO TECHNOLOGIES, INC",cigna.com,1,Cigna,Cigna,Carrier,name,Cigna,Carrier
NETWORK HEALTH PLAN,networkhealth.com,1,Network Health,Network Health,Carrier,name,Other / direct,Unclassified
BIND BENEFITS INC. CLAIM CLEARING,uhc.com,1,UnitedHealthcare,UnitedHealthcare,Carrier,domain,UnitedHealthcare,Carrier
GLOBAL ATLANTIC FINANCIAL CORP,uhc.com,1,UnitedHealthcare,UnitedHealthcare,Carrier,domain,UnitedHealthcare,Carrier
HMA TPA - ASE,hmatpa.com,1,,,,,Other / direct,Unclassified
AETNA - FERMAN AUTOMOTIVE MANAGEMENT,aetna.com,1,Aetna,CVS Health,Carrier,name,Aetna,Carrier
NIKE INC,uhc.com,1,UnitedHealthcare,UnitedHealthcare,Carrier,domain,UnitedHealthcare,Carrier
SANSA,sanabenefits.com,1,,,,,Other / direct,Unclassified
ALLIANT HEALTH PLANS CO CLEAR HEALTH,clearhs.com,1,,,,vendor-desk,ClearHealth Strategies,Repricing vendor
ERMST & YOUNG LLP,uhc.com,1,UnitedHealthcare,UnitedHealthcare,Carrier,domain,UnitedHealthcare,Carrier
BCBS FEDERAL EMPLOYEE PROGAM,multiplan.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
BLUE CROSS AND BLUE SHIELD OF TEXAS,memorialvillageer.com,1,BCBS Texas,HCSC,Blues licensee,name,Other / direct,Unclassified
ERNEST & YOUNG LLP,uhc.com,1,UnitedHealthcare,UnitedHealthcare,Carrier,domain,UnitedHealthcare,Carrier
BLUE CROSS AND BLUE SHIELD OF TEXAS,bcbstx.comq,1,BCBS Texas,HCSC,Blues licensee,name,Blues plan,Blues licensee
ANSWER FIRST COMMUNICATIONS,ss-healthcare.com,1,,,,,Other / direct,Unclassified
SONATA SOFTWARE NORTH AMERICA,uhc.com,1,UnitedHealthcare,UnitedHealthcare,Carrier,domain,UnitedHealthcare,Carrier
BLUE CROSS SHIELD OF TEXAS,bcbstx.com,1,BCBS Texas,HCSC,Blues licensee,name,Blues plan,Blues licensee
EMERGENCY TECHNOLOGY INC,priorityhealth.com,1,,,,,Other / direct,Unclassified
AMERIBAN,ameriben.com,1,,,,,Other / direct,Unclassified
PRIMECARE MEDICAL GROUP,primecaremedical.com,1,,,,,Other / direct,Unclassified
AETNA - RAULERSON CASTILLO & CO,aetna.com,1,Aetna,CVS Health,Carrier,name,Aetna,Carrier
COUNTY OF WESTCHESTER,clearhs.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,ClearHealth Strategies,Repricing vendor
REGENCE BLUESHIELD OF IWASHINGTON,regence.com,1,Regence,Cambia,Blues licensee,name,Blues plan,Blues licensee
CARESOURCE MARKETPLACE,parallon.com,1,CareSource,CareSource,Carrier,name,Other / direct,Unclassified
EMPIREUNITED HEALTHCARE,uhc.com,1,UnitedHealthcare,UnitedHealth Group,Carrier,name,UnitedHealthcare,Carrier
CLEVELAND CLINIC UNION HOSPITAL,aultcare.com,1,,,,,Other / direct,Unclassified
PENSACOLA HEALTHPARTNERS LLC,springtidehealth.com,1,HealthPartners,HealthPartners,Carrier,name,Other / direct,Unclassified
MERITAIN HEALTH B&M PRECISION AETNA,clearhealthcloud.com,1,Aetna,CVS Health,Carrier,name,ClearHealth Strategies,Repricing vendor
INSURANCE BENEFIT SYSTEM ADMIN,ibsadmin.com,1,,,,,Other / direct,Unclassified
"TAPANI, INC. ADMINISTERED BY EBMS",springtidehealth.com,1,,,,,Other / direct,Unclassified
UHC-AAPC3,uhc.com,1,UnitedHealthcare,UnitedHealth Group,Carrier,name,UnitedHealthcare,Carrier
TRAVELERS HAVEN,zelis.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,Zelis,Repricing vendor
"COLE HAAN, LLC",uhc.com,1,UnitedHealthcare,UnitedHealthcare,Carrier,domain,UnitedHealthcare,Carrier
MED CENTER HEALTH MEDICAL,trustmarkbenefits.com,1,,,,,Other / direct,Unclassified
AMBETTER VALUE NETWORK,centene.com,1,Centene,Centene,Carrier,name,Centene,Carrier
CIGNO OON,multiplan.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
HEALTHSMART 90 DEGREE BENEFITS,phiagroup.com,1,90 Degree Benefits,90 Degree,TPA / ASO,name,Other / direct,Unclassified
INDEPENDENCE KEYSTONE BCBS,ibx.com,1,Independence Blue Cross,Independence,Blues licensee,domain,Blues plan,Blues licensee
BLUE CROSS BLUE SHIELD OMNIA,multiplan.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
THE METROPOLITAN OPERA,clearhs.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,ClearHealth Strategies,Repricing vendor
REFORMED CHURCH OF W NEW HEMPS,clearhs.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,ClearHealth Strategies,Repricing vendor
"HIGHMARK, INC.",highmark.com,1,Highmark,Highmark,Blues licensee,name,Blues plan,Blues licensee
BALCRANK-SAMOA CORPORATIONS EMPLOYEE BENEFIT PLAN/SAMSON CORPORATION EMPLOYEE BENEFITS PLAN,springtidehealth.com,1,,,,,Other / direct,Unclassified
AMBETTER FROM LAHCC,centene.com,1,Centene,Centene,Carrier,name,Centene,Carrier
UPMC FOR YOU,myupmc.com,1,UPMC Health Plan,UPMC,Provider-sponsored,name,Other / direct,Unclassified
AETNA - STATE OF FLORIDA - DEPART OF MA,aetna.com,1,Aetna,CVS Health,Carrier,name,Aetna,Carrier
TJF OPTOMETRICS HOLDING PLLC (GROUP HEALTH PLAN) / S&S HEALTH (TPA),ss-healthcare.com,1,,,,,Other / direct,Unclassified
CIGNA,healthsmart.com,1,Cigna,Cigna,Carrier,name,Other / direct,Unclassified
PETER KIEWIT SONS INC,uhc.com,1,UnitedHealthcare,UnitedHealthcare,Carrier,domain,UnitedHealthcare,Carrier
SDC NUTRITION INC,uhc.com,1,UnitedHealthcare,UnitedHealthcare,Carrier,domain,UnitedHealthcare,Carrier
TEAMSTERS INDUSTRIAL EMPLOYEES,horizonblue.com,1,Horizon BCBS NJ,Independent,Blues licensee,domain,Blues plan,Blues licensee
REDACTEDSEIU BENEFIT FUND,1199funds.org,1,Union / Taft-Hartley fund,Union,Union / Taft-Hartley,name,Other / direct,Unclassified
AMPACET CORPORATION,clearhs.com,1,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,ClearHealth Strategies,Repricing vendor
BENEFITS SYSTEMS,alliedbenefit.com,1,,,,,Other / direct,Unclassified
